Občina,Površina [km²],Število prebivalcev,AMBROŽIČ,BABIČ,BAJC,BERGANT,BEVC,BEZJAK,BIZJAK,BLATNIK,BLAŽIČ,BOGATAJ,BOŽIČ,BREGAR,BREZNIK,BUKOVEC,BUČAR,CERAR,CVETKO,DEBELJAK,DEMŠAR,DOLENC,DOLINAR,DOLINŠEK,ERJAVEC,ERŽEN,FILIPIČ,FRAS,FURLAN,GAJŠEK,GODEC,GOLOB,GOMBOC,GORENC,GORIŠEK,GORJUP,GREGORIČ,GRUDEN,HAFNER,HORVAT,HOZJAN,HOČEVAR,HREN,HRIBAR,HRIBERNIK,HROVAT,HUMAR,IVANČIČ,JAMNIK,JANEŽIČ,JARC,JAVORNIK,JAZBEC,JELEN,JENKO,JEREB,JERIČ,JERMAN,JUG,KALAN,KASTELIC,KAUČIČ,KAVČIČ,KLEMENČIČ,KNEZ,KOBAL,KOCJAN,KOCJANČIČ,KODRIČ,KOGOVŠEK,KOKALJ,KOKOL,KOLAR,KOLARIČ,KOLENC,KOREN,KOROŠEC,KOS,KOSI,KOTNIK,KOVAČ,KOVAČIČ,KOČEVAR,KOŠIR,KOŽELJ,KRAJNC,KRALJ,KRAMAR,KRAMBERGER,KRANJC,KRANJEC,KRAŠOVEC,KRISTAN,KRIVEC,KUHAR,KUMER,LAH,LAVRIČ,LAZAR,LEBAN,LEBAR,LESJAK,LESKOVAR,LEŠNIK,LIKAR,LOGAR,MAJCEN,MARKOVIČ,MAROLT,MAVRIČ,MAČEK,MEDVED,MEGLIČ,MESARIČ,MIHELIČ,MIKLAVČIČ,MIKLIČ,MLAKAR,MLINAR,MLINARIČ,MOHORIČ,MOČNIK,MRAK,NEMEC,NOVAK,OBLAK,PAPEŽ,PAVLIN,PAVLIČ,PERKO,PETEK,PETRIČ,PETROVIČ,PEČNIK,PINTAR,PINTARIČ,PIRC,PIRNAT,PODGORŠEK,POGAČNIK,POTOČNIK,POVŠE,PRIMOŽIČ,PUŠNIK,RAJH,RAMŠAK,RESNIK,RIBIČ,ROZMAN,ROŽIČ,ROŽMAN,RUPNIK,RUS,RUTAR,SEVER,SIMONIČ,SITAR,SKOK,STOPAR,SUŠNIK,TAVČAR,TOMAŽIČ,TOMŠIČ,TOPLAK,TRATNIK,TRČEK,TURK,URŠIČ,VESEL,VIDIC,VIDMAR,VIDOVIČ,VODOPIVEC,VOLK,VOVK,ZADRAVEC,ZAJC,ZAKRAJŠEK,ZALAR,ZALOKAR,ZALOŽNIK,ZEMLJIČ,ZORKO,ZORMAN,ZUPAN,ZUPANC,ZUPANČIČ,ZVER,ČEH,ČERNE,ČUK,ŠINKOVEC,ŠMID,ŠTRUKELJ,ŠULIGOJ,ŠUŠTAR,ŠUŠTERŠIČ,ŽAGAR,ŽELEZNIK,ŽIBERT,ŽIŽEK,ŽNIDARŠIČ
Zavrč,19.3,1519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zreče,67.0,6492.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,53.0,0.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,26.0,4.0,2.0,31.0,13.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,8.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Črenšovci,33.6,3968.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,59.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,1.0,5.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Črna na Koroškem,155.9,3285.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,11.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Šalovci,58.2,1602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Šempeter - Vrtojba,15.0,6339.0,1.0,1.0,3.0,1.0,0.0,0.0,19.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,6.0,1.0,2.0,1.0,0.0,16.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Šentilj,65.0,8426.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,9.0,1.0,5.0,2.0,2.0,4.0,6.0,0.0,0.0,0.0,14.0,4.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,13.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
Šentjernej,96.0,6694.0,3.0,0.0,1.0,4.0,6.0,0.0,0.0,15.0,0.0,0.0,10.0,17.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,24.0,26.0,0.0,13.0,0.0,1.0,0.0,0.0,19.0,0.0,5.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0,2.0,31.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,10.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,1.0,0.0,15.0,47.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,3.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,11.0
Šentjur pri Celju,222.3,18787.0,0.0,0.0,1.0,0.0,21.0,2.0,2.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,65.0,2.0,9.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,3.0,0.0,11.0,32.0,5.0,0.0,5.0,1.0,0.0,21.0,5.0,0.0,4.0,3.0,2.0,10.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,60.0,1.0,1.0,2.0,17.0,11.0,2.0,15.0,28.0,39.0,3.0,6.0,20.0,33.0,0.0,0.0,0.0,8.0,0.0,3.0,5.0,6.0,1.0,1.0,10.0,0.0,1.0,1.0,2.0,14.0,8.0,4.0,1.0,2.0,6.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,15.0,7.0,9.0,0.0,18.0,0.0,0.0,48.0,11.0,1.0,0.0,7.0,0.0,7.0,0.0,2.0,6.0,14.0,4.0,4.0,0.0,7.0,0.0,27.0,0.0,0.0,37.0,10.0,0.0,0.0,12.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,4.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,12.0,0.0,2.0,0.0,3.0,17.0,0.0,0.0,9.0,1.0,0.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
Šenčur,40.0,8893.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,4.0,3.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,10.0,1.0,0.0,0.0,10.0,2.0,5.0,3.0,0.0,7.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,6.0,0.0,2.0,1.0,0.0,2.0,5.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,6.0,9.0,0.0,24.0,11.0,1.0,2.0,5.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,9.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,13.0,0.0,2.0,14.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,22.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,12.0,20.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,8.0,1.0,4.0,2.0,4.0
Škocjan,60.4,3177.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,5.0
Škofja Loka,145.0,22667.0,1.0,1.0,0.0,43.0,0.0,0.0,10.0,1.0,1.0,53.0,8.0,0.0,1.0,5.0,1.0,3.0,0.0,24.0,62.0,56.0,41.0,0.0,1.0,45.0,4.0,2.0,6.0,0.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,4.0,94.0,7.0,1.0,2.0,1.0,1.0,18.0,0.0,1.0,0.0,21.0,1.0,2.0,0.0,2.0,0.0,49.0,15.0,0.0,4.0,2.0,64.0,4.0,0.0,23.0,27.0,4.0,1.0,1.0,0.0,1.0,2.0,17.0,2.0,1.0,1.0,3.0,1.0,8.0,16.0,0.0,2.0,13.0,16.0,1.0,49.0,5.0,1.0,4.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,2.0,5.0,7.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,5.0,11.0,0.0,3.0,2.0,3.0,11.0,2.0,2.0,0.0,4.0,19.0,2.0,12.0,3.0,0.0,17.0,1.0,28.0,1.0,23.0,54.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,58.0,0.0,9.0,0.0,1.0,20.0,86.0,0.0,22.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,1.0,8.0,4.0,1.0,14.0,0.0,0.0,2.0,1.0,4.0,42.0,2.0,4.0,0.0,0.0,5.0,2.0,13.0,0.0,7.0,11.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,12.0,10.0,5.0,0.0,0.0,8.0,14.0,30.0,0.0,0.0,6.0,4.0,17.0,4.0,1.0,0.0,4.0
Škofljica,43.3,11666.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,9.0,2.0,0.0,7.0,2.0,1.0,2.0,5.0,2.0,0.0,2.0,3.0,4.0,1.0,9.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0,1.0,2.0,8.0,1.0,11.0,0.0,10.0,1.0,1.0,0.0,4.0,0.0,1.0,13.0,15.0,2.0,6.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,5.0,1.0,0.0,1.0,13.0,2.0,2.0,0.0,2.0,5.0,6.0,0.0,2.0,8.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,2.0,1.0,2.0,2.0,3.0,1.0,10.0,1.0,4.0,3.0,0.0,5.0,6.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,2.0,6.0,0.0,1.0,2.0,4.0,0.0,2.0,1.0,4.0,3.0,7.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,6.0,8.0,4.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,19.0,0.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0
Šmarje pri Jelšah,107.7,9946.0,0.0,1.0,0.0,1.0,8.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,30.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,8.0,16.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,6.0,1.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,11.0,3.0,5.0,0.0,11.0,0.0,0.0,34.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,0.0,5.0,1.0,3.0,0.0,6.0,2.0,0.0,2.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,8.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Šmartno pri Litiji,94.9,5419.0,0.0,2.0,9.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,3.0,0.0,3.0,12.0,1.0,0.0,1.0,0.0,0.0,6.0,11.0,0.0,2.0,17.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,12.0,0.0,1.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,4.0,0.0,8.0,3.0,2.0,13.0,0.0,9.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,20.0,0.0,7.0,0.0,3.0,3.0,1.0,13.0,2.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,24.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,7.0,1.0,4.0,1.0,3.0,14.0,0.0,0.0,0.0,5.0,2.0,10.0,3.0,0.0,0.0,0.0,4.0,1.0,8.0,3.0,0.0,11.0,1.0,1.0,3.0,3.0,0.0,1.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,8.0,6.0,2.0,1.0,2.0,9.0,5.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,1.0,29.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,22.0,8.0,2.0,0.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0,0.0,0.0,12.0,0.0,7.0,0.0,0.0,0.0,6.0,5.0,3.0,6.0,1.0,2.0,4.0
